segment_id,year_month,total_amt,txn_cnt,avg_ticket,ratio_종합소매점,ratio_연료판매,ratio_일반병원,ratio_한식,ratio_음/식료품소매,ratio_제조/도매,ratio_의약/의료품,ratio_차량관리/서비스,ratio_특화병원,ratio_의복/의류,ratio_차량판매,ratio_고기요리
안양시_M_3,202501,15111407775.0,1075741.0,14047.44057816891,0.3321019352750037,0.065110784259908,0.0928781596174334,0.17431097194323297,0.043649727860942115,0.01874652009364058,0.032443883418962836,0.06717465371682049,0.043046076705787466,0.056119328329494705,0.0014427601050988603,0.07297519867367486
안양시_M_8,202501,11899268695.0,348846.0,34110.37734415759,0.25883087309950686,0.06838336235964099,0.20285330229803397,0.08734248428818815,0.10931790903883412,0.029046474875169714,0.0878144415466951,0.04313043533987752,0.062089350170459655,0.024536300359840068,0.0017347320253500742,0.024920334598403777
안양시_M_4,202501,38080707548.0,1578268.0,24128.162991329737,0.3242113521267914,0.09415526904826915,0.12372347524318804,0.11851362807069528,0.0657734517511195,0.022637635652183897,0.04036129073973313,0.07855013545625568,0.041046726415169314,0.03828946963477296,0.002129410595072017,0.05060815526674961
안양시_M_2,202501,305883584.0,43314.0,7062.0026781179295,0.4437345652748204,0.01049952777489818,0.04972329916456866,0.19975204543289335,0.01747300291498376,0.04014589811343153,0.036295871571932425,0.001905754098335036,0.017480204037525388,0.10954526872306417,0.0,0.07344456289354709
안양시_F_2,202501,291249555.0,34294.0,8492.726278649327,0.4084076384612684,0.010494809896220649,0.05911273946722874,0.21067849015003418,0.02320079321276279,0.01506074849082575,0.06475321801594519,0.0024773939767686348,0.029170924926809432,0.1285258032831764,0.0,0.04811744011895984
안양시_F_9,202501,2773578872.0,72667.0,38168.34150302063,0.33088884323049683,0.015028111197938452,0.22253730177106099,0.06542291456413983,0.12168652511943143,0.015989926906463465,0.12332684815802639,0.012044832282448252,0.04612994069060772,0.032083352066310064,0.0006270249606980501,0.014234379052378534
안양시_M_10,202501,169273534.0,4623.0,36615.51676400605,0.3125705142753512,0.01641222045893659,0.2634492781940659,0.0724776350822939,0.12066188228804207,0.005132968972123744,0.1360226794154182,0.0003502617636575309,0.04336827931675461,0.008575318045405445,0.0,0.02097896218795077
안양시_M_11,202501,1408353.0,56.0,25149.160714285714,0.7669488697826667,0.0,0.01663189615206305,0.13869835349320744,0.00707527289585704,0.0,0.07064560767620573,0.0,0.0,0.0,0.0,0.0
이천시_M_5,202501,34059273711.0,923371.0,36885.79532062411,0.43787786409639584,0.2507669935934769,0.03468619891124963,0.07332331670419204,0.07427680609451391,0.015206670928634976,0.020507318519231356,0.029706883576931697,0.017580408902348542,0.017639008796362172,0.0017972204157443688,0.026631309460918576
이천시_F_7,202501,10937237438.0,241504.0,45288.01774711806,0.4148770976025842,0.1419957335710734,0.05544086149724059,0.06317989198637418,0.18374589663141155,0.01471913423412234,0.03624019859637214,0.018887558579507066,0.028895443637224787,0.0255879693731992,0.0010626983796023374,0.01536751591128825
이천시_F_4,202501,16045058540.0,427578.0,37525.453928873794,0.5003126434573183,0.13455851147595724,0.09024142421766569,0.07336542083733964,0.07931652840610773,0.009241345165855425,0.03083937778261003,0.01668476642614767,0.020861696585077326,0.022078042881745228,0.0013490488227003688,0.021151193941475365
이천시_M_6,202501,32313931613.0,771467.0,41886.34330826853,0.34106115180120505,0.3066422933240117,0.03337030402888141,0.07453709830670711,0.09588528593495485,0.02317327670566568,0.022486476080515908,0.042914186088178714,0.02191310393753573,0.01267357505588954,0.00234643102530559,0.022996817711148684
이천시_F_6,202501,18677836573.0,446395.0,41841.50040435041,0.4524570720781719,0.14790631607551571,0.05824937677067171,0.06961531350579869,0.1367759692198306,0.013767454035915356,0.02741402581042438,0.024792352414894425,0.025116529380670407,0.02395704998039197,0.0015744280992125049,0.018374112628502352
이천시_M_7,202501,17743423402.0,396050.0,44800.968064638306,0.2803730583541074,0.3162795421266273,0.03757449227378681,0.06909710188242904,0.1469244457217364,0.02137680844427395,0.028658400150265644,0.04446361368488375,0.02266615245953811,0.008865648875562746,0.00350187628557641,0.02021885974121239
이천시_F_9,202501,573466091.0,12489.0,45917.69485146929,0.3087678417640104,0.13785980900681508,0.05844983277549067,0.0866785494772006,0.21633195434850047,0.009538445089800424,0.10141932850757673,0.013660088304667266,0.025305638086273053,0.022624727816427145,0.0038087994173412053,0.015554985405896917
이천시_M_8,202501,4586933972.0,101255.0,45300.814498049476,0.27452476104852486,0.2584429427614361,0.05060654236460282,0.06919335722969402,0.1850296100158312,0.01668814100336381,0.05062953676983458,0.036126268700394426,0.02992298298950151,0.008953080955136567,0.0012440710576563476,0.018638705104023726
이천시_F_2,202501,60020485.0,6792.0,8836.938309776207,0.39194377672713276,0.06493935570251318,0.10959700080537545,0.11490464173854306,0.0358452502154103,0.016842839256333165,0.061351896823525175,0.0033123595060497893,0.050434014259063915,0.1263112039049585,0.0,0.024517661061094712
이천시_F_10,202501,34400716.0,556.0,61871.79136690647,0.24586233773671257,0.19736807940739534,0.03904717046605544,0.1554895671506841,0.19523985628472823,0.004864925989935272,0.08976738480623045,0.0,0.0008078281434803731,0.0,0.0,0.07155285001477824
이천시_M_10,202501,24471739.0,615.0,39791.44552845528,0.4501283083164366,0.22483762063752735,0.026600249195862187,0.052425609920154576,0.09903079161374705,0.016940796947622617,0.06004999109372676,0.0017760857281949238,0.002866098508011578,0.04769847561368897,0.0,0.017645972425027405
포천시_F_4,202501,6687863391.0,177917.0,37589.794066896364,0.3363746024671866,0.21028399797347838,0.04219060235344157,0.12102319374800544,0.08224004906431935,0.04684867682443248,0.028065570917916845,0.03931685459781042,0.016692816157495228,0.02708164854004404,0.0013612839264205323,0.04852070342944912
포천시_F_5,202501,9082365233.0,237015.0,38319.790869776174,0.3246373992602055,0.22661054246298462,0.04651482901118712,0.11266546754286284,0.08088599505546155,0.030874525511063795,0.028896201107374342,0.04464917643534967,0.01985184265032752,0.033981225050379926,0.0012143683025320569,0.049218427610270996
포천시_M_7,202501,16725526033.0,340564.0,49111.256718267345,0.19127573888397076,0.3631670535874401,0.038929030531300694,0.09620929642183759,0.09190273082373733,0.04632592101275998,0.027547704457005686,0.06329682487620483,0.015011568686093834,0.019601878318042734,0.0017659029883029013,0.04496634941330354
포천시_M_3,202501,6760571710.0,353045.0,19149.320086674503,0.3898361058367761,0.2056721455443976,0.0253579290773659,0.11378499576777522,0.06325088893922273,0.03306027158569864,0.016660752635288743,0.03811213063659251,0.011152671898431523,0.0385211505374846,0.0014991773956617024,0.06309178014530474
포천시_M_8,202501,4376471278.0,95114.0,46012.90323191118,0.19065541005436362,0.32882440263692114,0.05589487718622067,0.09385805027646839,0.1208797361056769,0.029989138275055602,0.04401100665463086,0.0413387226809279,0.024507877251780975,0.018105940925235764,0.0009024367672706518,0.051032401185447475
포천시_F_2,202501,32127307.0,2933.0,10953.73576542789,0.41053382861267823,0.03869386565566836,0.024892048512817757,0.2257661852870231,0.09426492887986139,0.02092334057299946,0.04085010687897936,0.0,0.0022796511232159905,0.098035937878059,0.0,0.04376010659869732
